Word,DensityAtRadius0.550,DensityAtRadius0.525,DensityAtRadius0.500,DensityAtRadius0.475,DensityAtRadius0.450,DensityAtRadius0.425,DensityAtRadius0.400,DensityAtRadius0.375,DensityAtRadius0.350,SpearmanAtRadius0.550,SpearmanAtRadius0.525,SpearmanAtRadius0.500,SpearmanAtRadius0.475,SpearmanAtRadius0.450,SpearmanAtRadius0.425,SpearmanAtRadius0.400,SpearmanAtRadius0.375,SpearmanAtRadius0.350,IsNeologism
antic,0,0,1,11,36,75,186,419,942,NaN,NaN,-0.24767356643527186,0.35489501920443917,0.3954397628272535,0.42272574090364423,0.3743356955724398,0.33746528743800774,0.32324690380212523,0
re-establishment,42,114,281,544,947,1503,2336,3470,4751,0.3705014355342686,0.3602215169222129,0.3434707547773946,0.35180882733768765,0.35357505954861357,0.34223836704531335,0.3415084180379962,0.31886210203964416,0.3088107893311947,0
akimbo,89,215,447,778,1304,1993,2982,4331,5000,0.09677460245319475,0.1765399403508333,0.19933139157056545,0.2101746382293118,0.21059163316283327,0.20686295062080717,0.21069128965388836,0.2024287085316247,0.20291879260954562,0
carbuncle,0,0,1,8,28,100,317,848,1829,NaN,NaN,0.31475748194014447,-0.060159353128858305,0.0723331613564472,0.06298295084403169,0.07611882911423382,0.08237830513697994,0.11114233871763701,0
joiner,26,46,72,119,209,364,696,1309,2525,0.0316792792134934,0.07491548476339113,0.04635625858702956,0.06404978516338859,0.07785622681669975,0.11941389270459955,0.14549928290673503,0.1712924657910447,0.18821273956199974,0
coffer,0,0,12,53,172,505,1240,2467,4313,NaN,NaN,-0.1051241018042192,0.017274818558373133,0.05689691330397016,0.07476715587546319,0.10096720784434575,0.12981104545046096,0.15145979995324763,0
stepping-stone,1,1,1,2,16,82,242,663,1599,0.5496589017763092,0.5496589017763092,0.5496589017763092,0.7241960538661956,0.21682909019934477,0.1445074251987047,0.1884304433482145,0.2182053582858813,0.24564390702200306,0
sobriquet,4,4,4,6,9,19,61,194,579,-0.30332519346532477,-0.30332519346532477,-0.30332519346532477,-0.3067919590422427,-0.13914954089827225,0.12035057998315088,0.0769695847929897,0.14608132821349404,0.2060197333028027,0
petrel,27,77,153,229,364,557,855,1339,2095,-0.12202680128278794,-0.011386529248755448,0.06139247373329124,0.09135324817020432,0.13814617901490067,0.16743141005398898,0.19126134412094886,0.2109927114193825,0.21791809711640567,0
nonentity,0,4,11,32,88,241,595,1326,2552,NaN,-0.0783022654781049,0.10401936323338412,0.09949426140889779,0.1356429235860361,0.17561373348326623,0.17128519939905423,0.16795249986984787,0.18337857968607565,0
feldspar,977,1347,1809,2442,3170,4074,5000,5000,5000,0.2528402388840862,0.24042135349427743,0.23882019690011905,0.2362605152183915,0.2407095380588903,0.24200596039516115,0.24803553755174315,0.24803553755174315,0.24803553755174315,0
albumen,1465,1910,2440,3093,3921,4978,5000,5000,5000,0.3524489647751373,0.34167578128317305,0.325488120072849,0.31319814147088426,0.3057939530234022,0.2989937815129752,0.29912143162530586,0.29912143162530586,0.29912143162530586,0
exhalation,26,65,157,343,692,1270,2237,3619,5000,0.051718684442045734,0.05163051634555887,0.043722361432050744,0.09634118746515212,0.1253825913570889,0.15946563094129318,0.17629124782176453,0.1930839937232954,0.2029158217368051,0
wouldnt,453,701,1006,1405,1884,2478,3362,4454,5000,0.18409285638722758,0.18899304375746553,0.19155701095987948,0.20488194839631738,0.20161831823726337,0.19651940719105218,0.194176876785828,0.188670608072013,0.1849355064739313,0
peroration,9,20,30,59,116,262,541,1082,2013,-0.5513615431485187,-0.4804635330305772,-0.3537789054347888,-0.21383849445582404,-0.1400739891392551,0.010546594016759758,0.09316521804344265,0.15564403668362883,0.18988933303403668,0
garde,579,750,963,1255,1559,1865,2295,2885,3829,-0.06102111398425301,-0.04881430118826552,-0.043002855362807575,-0.0348977611895039,-0.02398472089376508,-0.019221722286308727,0.001551582771729322,0.020892422455275034,0.05149579959518477,0
one-horse,11,14,23,60,111,230,429,842,1577,0.38500879732971777,0.1931653675314194,0.14642479263258815,0.1889999801233244,0.2512886733733937,0.26733708007629003,0.2405099186800986,0.24094562752948498,0.25063591435022453,0
repeller,59,146,289,530,871,1369,2072,3124,4561,0.026784643123818182,0.1493136575270299,0.220294199711977,0.26984024792601247,0.30427389640892055,0.3191480529291763,0.3151933386446741,0.30547632358995525,0.30398065620201525,0
lossing,1,1,6,16,56,177,445,1032,1940,-0.2571151046067438,-0.2571151046067438,0.001513964992374039,0.17329228803513447,0.22588486188273782,0.30408061186664126,0.28875915450663747,0.29375689899623625,0.30152809210657083,0
adulteration,54,176,400,763,1325,2218,3370,4925,5000,0.4602112367590931,0.44274434778065486,0.4299717111626671,0.41234935129243355,0.3971727239059323,0.37509382018424536,0.35704549197972935,0.3392605378260479,0.3380576886761571,0
misadventure,3,5,7,18,58,144,377,920,1994,-0.1679468582279832,-0.39626573870844195,-0.3471620365264589,-0.2619514236696247,-0.1867697688123728,-0.12565348280874017,-0.07361958589498684,-0.027778766648723613,0.02964383317832545,0
ignoramus,92,133,218,373,590,968,1679,2727,4339,0.022914866982988724,0.034762210308476524,0.06494746613173279,0.10754912103511378,0.15153636582128405,0.1531566425319995,0.1564872708546032,0.16231749192032052,0.16713765259754657,0
idiosyncrasy,41,146,412,857,1571,2550,3803,5000,5000,0.11577837503947798,0.14726955780745077,0.22871504175956087,0.24845559133428471,0.24860115533287,0.24084119516525845,0.2371256754556879,0.23311837897178683,0.23311837897178683,0
patois,10,15,19,25,41,98,212,461,1049,0.19657004110071746,0.26563306690885213,0.25431181691280275,0.2222344835354081,0.20842911723940846,0.14639530302425985,0.17882944719090257,0.17752610536628208,0.16362210153951198,0
centipede,7,28,62,154,360,701,1349,2389,3911,0.06756929557634363,0.03077333677472514,0.030141169149572856,0.052420427570161236,0.07319825193940994,0.11551918569256801,0.13895611090473303,0.1602185727594898,0.1802053062971145,0
resuscitation,1,1,4,29,81,244,573,1188,2278,0.7113122190023062,0.7113122190023062,0.39032587033818805,0.4841068684156086,0.4739072353898216,0.42815480659528016,0.4187880457276455,0.3831880649244946,0.34926090542411936,0
pickerel,84,145,267,484,873,1524,2479,3847,5000,0.28108365129150675,0.2467553963888022,0.22153743028970863,0.21862694190147114,0.19619889862493448,0.17593671796217467,0.18595143393589308,0.1989860477888948,0.20654376198180216,0
suet,414,546,719,929,1221,1659,2311,3321,4812,0.33317589877185955,0.3094857488523819,0.30385472536972646,0.2946085311499234,0.28727662410216726,0.27516326863258705,0.26878588912547885,0.2565339665048757,0.2498114818343978,0
pupa,118,198,350,581,969,1495,2212,3244,4682,0.21548654052011576,0.22440952633430625,0.19950900979594707,0.19111238803698283,0.1881586519873276,0.20600138192291675,0.22518492570297186,0.2359710161146864,0.24639865110497192,0
denudation,241,443,783,1302,2020,2954,4098,5000,5000,0.27915690693395734,0.2996179604040633,0.3065271661987386,0.30907841205320047,0.31927868085701894,0.3220459468301519,0.32133713842247713,0.31862220152584586,0.31862220152584586,0
reanimation,0,0,7,38,161,450,1092,2156,3804,NaN,NaN,0.5762930057192419,0.5519613706483814,0.4928017813383319,0.41562834524252645,0.4011635724411939,0.37204595716213845,0.3559041691850551,0
wanter,1030,1336,1758,2280,2931,3728,4730,5000,5000,0.09771681045781834,0.11806794517214261,0.12888160782322738,0.12757947321714758,0.12790115754471357,0.1319459505745116,0.14409869533390196,0.14728911423328186,0.14728911423328186,0
tourney,16,34,59,93,161,275,431,693,1220,0.7018222657222313,0.6647511634442809,0.6199477823847536,0.6191687880953375,0.5771566723121312,0.5661713546914823,0.5286124045899557,0.4771946709248369,0.4009497323164511,0
shaver,0,0,1,6,27,111,373,953,2009,NaN,NaN,-0.3495915433752899,0.15542656230021573,0.22565309711501413,0.24046437636934231,0.26447546494404,0.27683795567900765,0.2851775504376204,0
ele,0,0,2,5,20,60,127,275,671,NaN,NaN,0.09836620171383705,0.11677815455074844,0.12711786387898796,0.09229116211765293,0.12630626442183326,0.12386728807153972,0.09498235024767766,0
distillery,10,16,33,92,209,441,935,1759,3091,0.37533274559665203,0.3151834106959204,0.3237954301309106,0.32710759762245073,0.3008506487161293,0.31003428926630283,0.3305864644879263,0.32812843989723117,0.32229025250293786,0
theism,318,492,734,1132,1672,2439,3457,4806,5000,0.3190867004637809,0.2990134703099784,0.2953610487593159,0.28236116284659735,0.2664334020280652,0.25194306281630485,0.2410511575057416,0.23499045647670175,0.23512339820427763,0
exegesis,47,117,207,404,694,1203,1962,3017,4437,0.2577847498112277,0.2380812023573542,0.23527934593178687,0.25102594084584096,0.23550217171862564,0.23950590625643084,0.23211832562550694,0.2326030571107232,0.23165794735980594,0
meetinghouse,11,15,31,59,112,224,423,746,1333,-0.223367844512235,-0.23594836193108754,-0.06840540750879043,-0.03098168067584898,0.016895301874343852,0.06478114417998168,0.09204989640022582,0.09970088030582928,0.1269305174988476,0
defamation,8,22,42,101,205,377,699,1252,2184,0.1355525900049276,0.1534740927746541,0.05735424331153761,0.02238417501105431,0.02373521029988093,0.03142010348705523,0.08200886793329548,0.1278833856629408,0.15902247835148337,0
truism,2,13,39,115,277,661,1237,2184,3507,-0.11708785131951183,0.3032943838269485,0.35351642743687334,0.37299076111220636,0.35260463343127146,0.3392196516155074,0.3304614968069128,0.32406492602410003,0.3109229552929455,0
jerkin,475,660,983,1418,2088,3000,4288,5000,5000,0.2989639178030549,0.2768137460577183,0.2634356297228855,0.2336579929540961,0.21127835099137643,0.20001438594517684,0.19111620018245312,0.18984031450947395,0.18984031450947395,0
myrrh,101,202,363,643,1046,1627,2440,3663,5000,-0.024341684657522157,-0.020160324951499203,-0.009395756850302797,0.004653102545095959,0.0269764981288662,0.04112811967723637,0.05386260652385306,0.07528978713704351,0.0936703592761603,0
bassoon,75,122,174,248,349,523,830,1416,2683,0.2989645595205497,0.2799000597313381,0.30309404678866103,0.28780274726814215,0.2804603604168844,0.25490167143718534,0.2426650838609833,0.23362721330165703,0.21816513760025774,0
gizzard,66,190,435,848,1506,2439,3705,5000,5000,0.10944255281067015,0.0895752995457748,0.12658018370326074,0.15489357020655053,0.18136261999116005,0.20519871447926427,0.22143635537931508,0.231663378741822,0.231663378741822,0
incoherence,69,198,429,811,1365,2149,3159,4361,5000,0.2018612905954897,0.20911394016507792,0.2210564555794276,0.21088473238424557,0.2239765890022007,0.2199028264885965,0.20285946608157382,0.2020231222803266,0.20208919512225912,0
sutler,0,1,2,13,41,133,360,840,1800,NaN,-0.01547987616099071,0.4086687306501548,0.011931033074522535,0.08126446560492585,0.1490534670819854,0.1420670911351543,0.17757136263705242,0.19945482477575224,0
retrogression,117,275,598,1132,1944,3014,4332,5000,5000,0.3731996920576244,0.3600513666933651,0.32467175643085616,0.3432291267937473,0.3354459732791724,0.3211813538817887,0.30733269135923724,0.30141608268277864,0.30141608268277864,0
giddiness,141,236,395,706,1115,1744,2651,3872,5000,0.19261763650397035,0.1392695402101329,0.1651476001748601,0.20603053588509934,0.2037725429256885,0.19612559509417005,0.19932715434588308,0.1949902815691168,0.19223828484539546,0
neckerchief,573,762,1031,1411,1975,2771,3792,5000,5000,0.3466800918897535,0.31970135317615717,0.31611523000926034,0.28848540176918624,0.2714100405590115,0.25841851371797686,0.2479086924350281,0.24083670910292482,0.24083670910292482,0
gelatine,636,945,1324,1820,2496,3324,4330,5000,5000,0.3658550183864472,0.3629036932950426,0.35802947062465357,0.3470500161351408,0.3310305126423624,0.32776683442040994,0.32176402847353613,0.31577507192543186,0.31577507192543186,0
equinox,13,19,39,82,149,287,602,1118,2134,-0.1946965854123408,-0.18396791852131364,-0.11096038182774909,-0.08024075656609897,-0.06399103810454938,0.008238589499311532,0.007367769086974825,0.05805781797341081,0.09635122465374549,0
shot-gun,32,52,102,194,366,707,1368,2367,3748,0.04696813158227867,0.02983667373168906,0.08763477473308344,0.0911148507956549,0.11553923047163582,0.12619262115475974,0.15505939944471314,0.1692253407176183,0.19114445564901078,0
madcap,2,8,24,65,160,368,726,1344,2337,-0.5625758955832495,0.47117713648238047,0.5407360843538885,0.34633959422284066,0.3057625260056082,0.27752908242393226,0.26226845466948134,0.24984342974699067,0.23465604847662164,0
slenderness,88,150,272,467,814,1376,2198,3407,5000,0.07147428560736359,0.08254813859477671,0.14380434209966436,0.10697056733507192,0.1267233801888549,0.13725659793617168,0.15177475624607256,0.1603715336602239,0.169566530372638,0
tortoise-shell,389,661,984,1431,2082,2900,3965,5000,5000,0.30687235065638657,0.3008979254628617,0.28415352345890804,0.2836108170491444,0.266891727216545,0.2616770693611422,0.25394547664286304,0.24772612074309722,0.24772612074309722,0
ambrosia,48,125,258,471,769,1231,2020,3261,5000,0.2127269768486918,0.176373420514092,0.19552636514593816,0.183128760500074,0.14945384820427685,0.11290267892252613,0.08294151728634916,0.07021585501435124,0.07512131768564821,0
schemer,18,40,98,202,382,671,1225,2125,3476,-0.40776576079667864,-0.23830486926215788,-0.0799941332105228,-0.058881214021178595,0.03295273264240333,0.09323926605862444,0.12342173937297554,0.1418442469729467,0.15690081875806644,0
witticism,9,24,57,117,242,523,1063,1991,3485,-0.11635974164580437,-0.0995131654017537,-0.04065597317101446,-0.012274334947042456,0.06880747031915249,0.1041520239724473,0.09971134317878584,0.1188679231438418,0.1332690107554367,0
life-work,1,4,10,40,121,373,897,1836,3227,0.7706362672066083,-0.1388997384895879,-0.09051983997290819,0.1383767027811248,0.17224487329510763,0.1546694615443546,0.17522093018007362,0.19076051303136513,0.2063888868329636,0
acta,69,224,522,938,1492,2095,2892,3938,5000,-0.05362924088743026,-0.06740208805154045,-0.04698777594632191,-0.04202390727741757,0.0006095450647167123,0.029414870561430644,0.0642266070111405,0.09757892826429186,0.12404930384846231,0
solstice,14,24,49,95,188,400,793,1623,2927,-0.12995780693181355,-0.06627354399647552,-0.04110083889841594,-0.0024225456732930796,0.0033238434236403003,0.04138813710428268,0.0734304249961469,0.11586350454976838,0.14123660581301123,0
curmudgeon,35,73,172,365,772,1401,2382,3785,5000,0.20078395745440433,0.2018300481501588,0.2138496602088348,0.2280672680762344,0.20003093715085715,0.19969836259529453,0.2013827650966842,0.20057001012626427,0.1943726944076797,0
signer,0,0,5,28,78,250,583,1251,2332,NaN,NaN,-0.037484519277259994,0.2350592661418029,0.2257049833729914,0.2572075635987559,0.27117717203809305,0.26561856302764447,0.2707554872012513,0
whelp,142,282,516,894,1450,2127,3048,4176,5000,0.06753773555125167,0.06256170122060742,0.06622872440388133,0.08745695544829282,0.10437208916785838,0.10990315146180624,0.1111261647928538,0.1292451420173005,0.13584145660828242,0
plantain,661,924,1300,1852,2602,3652,4934,5000,5000,0.059525714404863705,0.06956414054927376,0.08584643059665191,0.10585381331686798,0.12468585613155692,0.14080917327032663,0.15625030484877872,0.15571550571960194,0.15571550571960194,0
finisher,0,1,2,5,20,66,197,528,1339,NaN,0.7453683160492778,0.41630688088683465,0.3378460377166121,0.1991129279215756,0.3059318318743257,0.3420538241061169,0.3414879730630273,0.3606525028096977,0
auger,26,67,158,332,598,1047,1831,2908,4441,0.29541081646857154,0.24815941293977803,0.25097206642683534,0.23786462613777837,0.210613701376101,0.19693901993623536,0.20292384522703344,0.21154479824729366,0.22859637855032527,0
peacefulness,50,112,201,371,676,1117,1718,2557,3827,-0.2055916609969411,-0.026300141413380378,-0.022423889221671878,-0.017182342608486403,0.0047772376559751676,0.012428215236682843,0.01470904775857884,0.02898961294387855,0.049347324848800736,0
dumpling,134,246,439,776,1381,2360,3781,5000,5000,0.41644476750280923,0.36564230602820025,0.28482869524858995,0.24486024135624637,0.2257627999881677,0.20455388469879365,0.20412768519048513,0.20697307298991763,0.20697307298991763,0
receivable,105,177,314,524,863,1411,2242,3451,5000,0.3011822315950407,0.31549979270678274,0.31490274687167047,0.32475047984381533,0.3206013442155167,0.31919804387873335,0.3241637726275426,0.3226169548839462,0.3176846856258454,0
manikin,1,4,11,39,138,362,891,1956,3589,-0.3288425975793672,-0.25550214244115543,-0.015559009249471605,0.060418008799924525,0.1983394526372496,0.16993346992750052,0.19015945899674752,0.20884032239335684,0.22467252159980322,0
parishioner,2,5,13,29,75,148,327,728,1410,-0.23987999265254667,-0.06885532606333906,-0.060958168471169735,-0.0853181680672096,-0.07994445907990988,0.02229530247168168,0.08613982476912857,0.1154639486816604,0.138239180015979,0
wastefulness,91,186,379,705,1147,1789,2691,3879,5000,-0.033871182926543265,0.03134113957009421,0.05259594600538683,0.08797550128781804,0.09978300877736368,0.13191755997558208,0.15154597095219646,0.17002724689919485,0.18471313531847808,0
suasion,1,3,9,37,137,418,1020,2086,3578,0.19711042311661509,0.012959804381290185,0.12201506363827158,0.2620494328490405,0.23751013734044274,0.28692606028687995,0.2799467848868264,0.2625749020682762,0.2545608172382061,0
phantasy,10,48,170,409,853,1541,2525,3857,5000,0.15918310596503718,0.15122265131732807,0.1827883592300836,0.2239037985002347,0.2221336469196765,0.21023201387115265,0.1971488352794779,0.19384801974588187,0.1901227126975453,0
sky-line,83,177,354,643,1044,1662,2555,3680,5000,0.15356243089474775,0.13044026695096606,0.14320870785067485,0.13252098617508315,0.1442733728610467,0.17377585834855572,0.18384619024776547,0.19138482458154027,0.1966547093999178,0
